purchase_date,category,sub_category,quantity,price,promo_code,total_price,sales_after_promo
2022-07-13,Fashion Wanita,Blazer Wanita,1,57500,GRATIS_ONGKIR,57500,52500
2022-07-13,Medicine,Obat Lainnya,2,71700,NOT_USED,143400,
2022-07-13,Make-up,Bedak Wajah,2,149650,NOT_USED,299300,
2022-07-13,Kitchen Equipment,Rak Dapur,3,279000,NOT_USED,837000,
2022-07-13,Medicine,Obat Bayi,3,159600,GRATIS_ONGKIR,478800,473800
2022-07-13,Fashion Wanita,Jacket Wanita,1,155000,NOT_USED,155000,
2022-07-13,Electronics,Mesin Kasir,3,260000,NOT_USED,780000,
2022-07-13,Fashion Wanita,Sweater Wanita,2,50500,GRATIS_ONGKIR,101000,96000
2022-07-13,Electronics,Laser Pointer,1,48000,GRATIS_ONGKIR,48000,43000
2022-07-13,Make-up,Setting Spray,1,131120,GRATIS_ONGKIR,131120,126120
2022-07-13,Medicine,Obat Lainnya,3,112500,GRATIS_ONGKIR,337500,332500
2022-07-13,Kitchen Equipment,Water Purifier,3,5800,GRATIS_ONGKIR,17400,12400
2022-07-13,Fashion Pria,Jaket Pria,2,219000,NOT_USED,438000,
2022-07-13,Medicine,Obat Lainnya,2,14800,NOT_USED,29600,
2022-07-13,Electronics,Laser Pointer,2,39900,NOT_USED,79800,
2022-07-13,Electronics,Kartu RFID,1,1350,GRATIS_ONGKIR,1350,-3650
2022-07-13,Medicine,Obat Herbal,2,85000,NOT_USED,170000,
2022-07-13,Medicine,Obat Alergi,1,27887,NOT_USED,27887,
2022-07-13,Fashion Pria,Coat Pria,3,193800,NOT_USED,581400,
2022-07-13,Fashion Pria,Hoodie  Pria,2,56000,GRATIS_ONGKIR,112000,107000
2022-07-13,Make-up,Contour & Bronzer,1,59000,GRATIS_ONGKIR,59000,54000
2022-07-13,Medicine,Obat Lainnya,1,4874,NOT_USED,4874,
2022-07-13,Kitchen Equipment,Regulator & Penghemat Gas,1,65500,GRATIS_ONGKIR,65500,60500
2022-07-13,Medicine,Obat Batuk & Pilek,2,69900,GRATIS_ONGKIR,139800,134800
2022-07-13,Make-up,Cushion,1,189000,NOT_USED,189000,
2022-07-13,Make-up,Setting Spray,3,131120,NOT_USED,393360,
2022-07-13,Fashion Pria,Jaket Pria,2,185000,GRATIS_ONGKIR,370000,365000
2022-07-13,Medicine,Obat Lainnya,1,9200,NOT_USED,9200,
2022-07-14,Medicine,Obat Sakit Kepala & Demam,2,1850,GRATIS_ONGKIR,3700,-1300
2022-07-14,Kitchen Equipment,Dispenser Air,1,1439000,NOT_USED,1439000,
2022-07-14,Electronics,Mesin Penghancur Kertas,3,1699000,NOT_USED,5097000,
2022-07-14,Fashion Wanita,Blazer Wanita,2,65000,NOT_USED,130000,
2022-07-14,Kitchen Equipment,Pompa Galon,2,22000,NOT_USED,44000,
2022-07-14,Make-up,Bedak Wajah,1,149650,NOT_USED,149650,
2022-07-14,Kitchen Equipment,Regulator & Penghemat Gas,2,97500,NOT_USED,195000,
2022-07-14,Make-up,Contour & Bronzer,2,10000,GRATIS_ONGKIR,20000,15000
2022-07-14,Kitchen Equipment,Sarung Kulkas,3,35000,GRATIS_ONGKIR,105000,100000
2022-07-14,Medicine,Obat Lainnya,2,19425,NOT_USED,38850,
2022-07-14,Kitchen Equipment,Regulator & Penghemat Gas,2,94000,GRATIS_ONGKIR,188000,183000
2022-07-14,Fashion Wanita,Blazer Wanita,3,675000,NOT_USED,2025000,
2022-07-14,Make-up,Cushion,3,168750,GRATIS_ONGKIR,506250,501250
2022-07-14,Kitchen Equipment,Pompa Galon,2,24900,GRATIS_ONGKIR,49800,44800
2022-07-14,Fashion Pria,Jaket Pria,2,199900,GRATIS_ONGKIR,399800,394800
2022-07-14,Kitchen Equipment,Regulator & Penghemat Gas,1,3300,NOT_USED,3300,
2022-07-14,Medicine,Obat Batuk & Pilek,2,21500,GRATIS_ONGKIR,43000,38000
2022-07-14,Medicine,Obat Kulit,1,175000,NOT_USED,175000,
2022-07-14,Fashion Wanita,Jaket Parka Wanita,1,78000,NOT_USED,78000,
2022-07-14,Kitchen Equipment,Timbangan Dapur,3,24500,GRATIS_ONGKIR,73500,68500
2022-07-14,Medicine,Obat Alergi,3,33343,NOT_USED,100029,
2022-07-14,Electronics,Mesin Penghancur Kertas,1,1000,NOT_USED,1000,
2022-07-14,Medicine,Obat Sakit Kepala & Demam,1,1850,NOT_USED,1850,
2022-07-14,Electronics,Kartu RFID,2,1690,GRATIS_ONGKIR,3380,-1620
2022-07-14,Make-up,Cushion,1,98750,GRATIS_ONGKIR,98750,93750
2022-07-14,Make-up,Blush On,1,25790,NOT_USED,25790,
2022-07-14,Make-up,Bedak Wajah,2,72680,NOT_USED,145360,
2022-07-14,Fashion Pria,Jaket Pria,3,165500,NOT_USED,496500,
2022-07-14,Make-up,Bedak Wajah,3,115000,GRATIS_ONGKIR,345000,340000
2022-07-14,Fashion Pria,Jaket Pria,2,89000,GRATIS_ONGKIR,178000,173000
2022-07-14,Fashion Pria,Coat Pria,2,149900,GRATIS_ONGKIR,299800,294800
2022-07-15,Make-up,Face Primer,3,39000,GRATIS_ONGKIR,117000,112000
2022-07-15,Make-up,Cushion,1,168750,GRATIS_ONGKIR,168750,163750
2022-07-15,Fashion Pria,Hoodie  Pria,2,195000,GRATIS_ONGKIR,390000,385000
2022-07-15,Kitchen Equipment,Dispenser Air,1,1439000,NOT_USED,1439000,
2022-07-15,Make-up,Concealer & Color Corrector,2,64150,NOT_USED,128300,
2022-07-15,Make-up,Blush On,2,25790,GRATIS_ONGKIR,51580,46580
2022-07-15,Make-up,Concealer & Color Corrector,1,22900,GRATIS_ONGKIR,22900,17900
2022-07-15,Fashion Pria,Vest Pria,2,140000,GRATIS_ONGKIR,280000,275000
2022-07-15,Electronics,Laser Pointer,2,56000,GRATIS_ONGKIR,112000,107000
2022-07-15,Electronics,LED Proyektor,1,2920000,GRATIS_ONGKIR,2920000,2915000
2022-07-15,Make-up,Bedak Wajah,2,77250,GRATIS_ONGKIR,154500,149500
2022-07-15,Electronics,Mesin Laminating,2,340000,GRATIS_ONGKIR,680000,675000
2022-07-15,Medicine,Obat Lainnya,2,9200,NOT_USED,18400,
2022-07-15,Medicine,Obat Kulit,2,31000,GRATIS_ONGKIR,62000,57000
2022-07-15,Fashion Pria,Sweater Pria,1,60000,GRATIS_ONGKIR,60000,55000
2022-07-15,Make-up,Bedak Wajah,3,72680,GRATIS_ONGKIR,218040,213040
2022-07-15,Medicine,Obat Herbal,3,36999,NOT_USED,110997,
2022-07-15,Make-up,Concealer & Color Corrector,3,35200,NOT_USED,105600,
2022-07-15,Kitchen Equipment,Timbangan Dapur,1,62000,NOT_USED,62000,
2022-07-15,Medicine,"Obat Otot, Tulang & Sendi",3,18187,NOT_USED,54561,
2022-07-15,Fashion Wanita,Cardigan Wanita,1,650000,GRATIS_ONGKIR,650000,645000
2022-07-15,Kitchen Equipment,Dispenser Air,3,125000,NOT_USED,375000,
2022-07-15,Kitchen Equipment,Regulator & Penghemat Gas,3,160000,NOT_USED,480000,
2022-07-15,Make-up,Cushion,2,168750,NOT_USED,337500,
2022-07-15,Medicine,Obat Herbal,2,120000,GRATIS_ONGKIR,240000,235000
2022-07-15,Fashion Pria,Jaket Pria,3,219000,GRATIS_ONGKIR,657000,652000
2022-07-15,Electronics,Mesin Hitung Uang,3,64000,GRATIS_ONGKIR,192000,187000
2022-07-16,Electronics,Mesin Penghancur Kertas,2,231000,GRATIS_ONGKIR,462000,457000
2022-07-16,Fashion Pria,Vest Pria,2,130000,NOT_USED,260000,
2022-07-16,Medicine,Obat Herbal,3,84645,NOT_USED,253935,
2022-07-16,Make-up,Cushion,2,145000,NOT_USED,290000,
2022-07-16,Make-up,Concealer & Color Corrector,1,64150,NOT_USED,64150,
2022-07-16,Make-up,Cushion,3,168750,NOT_USED,506250,
2022-07-16,Medicine,Obat Batuk & Pilek,2,25000,NOT_USED,50000,
2022-07-16,Fashion Pria,Hoodie  Pria,2,195000,NOT_USED,390000,
2022-07-16,Kitchen Equipment,Pompa Galon,1,68888,NOT_USED,68888,
2022-07-16,Make-up,Foundation,2,99000,GRATIS_ONGKIR,198000,193000
2022-07-16,Medicine,Obat Batuk & Pilek,1,25000,NOT_USED,25000,
2022-07-16,Fashion Pria,Jaket Pria,2,119900,GRATIS_ONGKIR,239800,234800
2022-07-16,Make-up,Cushion,3,168750,NOT_USED,506250,
2022-07-16,Medicine,Obat Sakit Kepala & Demam,3,7500,NOT_USED,22500,
2022-07-16,Fashion Pria,Jaket Pria,1,100000,GRATIS_ONGKIR,100000,95000
2022-07-16,Fashion Pria,Sweater Pria,3,60500,GRATIS_ONGKIR,181500,176500
2022-07-16,Make-up,Setting Spray,1,157500,NOT_USED,157500,
2022-07-16,Medicine,Obat Pencernaan & Penyakit Lainnya,1,49575,NOT_USED,49575,
2022-07-16,Fashion Wanita,Blazer Wanita,2,55000,GRATIS_ONGKIR,110000,105000
2022-07-16,Medicine,Obat Sakit Kepala & Demam,1,12125,GRATIS_ONGKIR,12125,7125
2022-07-16,Fashion Wanita,Sweater Wanita,1,69000,GRATIS_ONGKIR,69000,64000
2022-07-16,Electronics,Mesin Jilid,3,59999,NOT_USED,179997,
2022-07-17,Make-up,Face Primer,2,103500,NOT_USED,207000,
2022-07-17,Fashion Pria,Jaket Pria,1,125000,GRATIS_ONGKIR,125000,120000
2022-07-17,Fashion Pria,Jaket Pria,1,89000,GRATIS_ONGKIR,89000,84000
2022-07-17,Electronics,Laser Pointer,1,159000,NOT_USED,159000,
2022-07-17,Medicine,Obat Batuk & Pilek,2,25500,GRATIS_ONGKIR,51000,46000
2022-07-17,Medicine,Obat Batuk & Pilek,2,25500,NOT_USED,51000,
2022-07-17,Fashion Pria,Hoodie  Pria,3,192900,NOT_USED,578700,
2022-07-17,Kitchen Equipment,Timbangan Dapur,2,165000,NOT_USED,330000,
2022-07-17,Medicine,Obat Pencernaan & Penyakit Lainnya,2,49575,GRATIS_ONGKIR,99150,94150
2022-07-17,Fashion Wanita,Cardigan Wanita,3,49500,NOT_USED,148500,
2022-07-17,Make-up,Cushion,1,168750,NOT_USED,168750,
2022-07-17,Make-up,CC Cream,3,165000,GRATIS_ONGKIR,495000,490000
2022-07-17,Kitchen Equipment,Timbangan Dapur,3,23200,NOT_USED,69600,
2022-07-17,Electronics,Kartu RFID,1,1350,GRATIS_ONGKIR,1350,-3650
2022-07-17,Electronics,Mesin Jilid,1,41990,NOT_USED,41990,
2022-07-17,Fashion Wanita,Jaket Parka Wanita,2,78000,NOT_USED,156000,
2022-07-17,Kitchen Equipment,Dispenser Air,3,1650020,NOT_USED,4950060,
2022-07-17,Fashion Wanita,Blazer Wanita,2,675000,NOT_USED,1350000,
2022-07-17,Make-up,Face Primer,1,179000,NOT_USED,179000,
2022-07-17,Fashion Pria,Hoodie  Pria,2,65000,NOT_USED,130000,
2022-07-17,Fashion Wanita,Jacket Wanita,2,155000,GRATIS_ONGKIR,310000,305000
2022-07-17,Make-up,Face Primer,3,103500,NOT_USED,310500,
2022-07-17,Medicine,Obat Sakit Kepala & Demam,2,1850,NOT_USED,3700,
2022-07-17,Fashion Pria,Jaket Pria,1,199900,GRATIS_ONGKIR,199900,194900
2022-07-17,Fashion Pria,Jaket Pria,3,135000,GRATIS_ONGKIR,405000,400000
2022-07-17,Fashion Pria,Cardigan Pria,2,479000,GRATIS_ONGKIR,958000,953000
2022-07-17,Kitchen Equipment,Timbangan Dapur,2,43000,GRATIS_ONGKIR,86000,81000
2022-07-17,Kitchen Equipment,Sarung Kulkas,2,35000,GRATIS_ONGKIR,70000,65000
2022-07-17,Make-up,Highlighter,2,89000,GRATIS_ONGKIR,178000,173000
2022-07-17,Electronics,Laser Pointer,2,56000,NOT_USED,112000,
2022-07-17,Fashion Wanita,Hoodie Wanita,1,141000,NOT_USED,141000,
2022-07-17,Fashion Wanita,Hoodie Wanita,1,129900,GRATIS_ONGKIR,129900,124900
2022-07-17,Kitchen Equipment,Dispenser Air,3,205000,GRATIS_ONGKIR,615000,610000
2022-07-18,Fashion Pria,Jaket Pria,3,160000,NOT_USED,480000,
2022-07-18,Kitchen Equipment,Pompa Galon,1,59000,NOT_USED,59000,
2022-07-18,Make-up,Concealer & Color Corrector,1,64150,GRATIS_ONGKIR,64150,59150
2022-07-18,Kitchen Equipment,Timbangan Dapur,3,218000,NOT_USED,654000,
2022-07-18,Make-up,Setting Spray,3,66900,GRATIS_ONGKIR,200700,195700
2022-07-18,Kitchen Equipment,Pompa Galon,1,36000,GRATIS_ONGKIR,36000,31000
2022-07-18,Medicine,Obat Herbal,3,275000,NOT_USED,825000,
2022-07-18,Electronics,Mesin Jilid,2,64020,GRATIS_ONGKIR,128040,123040
2022-07-18,Make-up,Bedak Wajah,2,69000,NOT_USED,138000,
2022-07-18,Fashion Pria,Jaket Pria,1,125000,GRATIS_ONGKIR,125000,120000
2022-07-18,Medicine,Obat Lainnya,1,19425,GRATIS_ONGKIR,19425,14425
2022-07-18,Fashion Wanita,Blazer Wanita,2,65000,NOT_USED,130000,
2022-07-18,Medicine,Obat Kulit,1,31000,GRATIS_ONGKIR,31000,26000
2022-07-18,Fashion Pria,Cardigan Pria,3,479000,GRATIS_ONGKIR,1437000,1432000
2022-07-18,Make-up,Setting Spray,3,131120,GRATIS_ONGKIR,393360,388360
2022-07-18,Fashion Pria,Hoodie  Pria,1,199999,NOT_USED,199999,
2022-07-18,Kitchen Equipment,Water Purifier,3,449000,NOT_USED,1347000,
2022-07-18,Fashion Pria,Hoodie  Pria,1,195000,GRATIS_ONGKIR,195000,190000
2022-07-18,Fashion Pria,Hoodie  Pria,1,74000,GRATIS_ONGKIR,74000,69000
2022-07-18,Medicine,Obat Pencernaan & Penyakit Lainnya,2,145000,NOT_USED,290000,
2022-07-18,Electronics,Laser Pointer,1,47888,NOT_USED,47888,
2022-07-18,Fashion Wanita,Blazer Wanita,1,125000,GRATIS_ONGKIR,125000,120000
2022-07-18,Fashion Pria,Coat Pria,3,193800,GRATIS_ONGKIR,581400,576400
2022-07-18,Make-up,Face Primer,1,58000,NOT_USED,58000,
2022-07-19,Kitchen Equipment,Timbangan Dapur,1,52000,GRATIS_ONGKIR,52000,47000
2022-07-19,Make-up,Foundation,3,49875,GRATIS_ONGKIR,149625,144625
2022-07-19,Fashion Wanita,Blazer Wanita,3,199000,GRATIS_ONGKIR,597000,592000
2022-07-19,Electronics,Layar Proyektor,2,99000,GRATIS_ONGKIR,198000,193000
2022-07-19,Fashion Pria,Jaket Pria,3,169000,GRATIS_ONGKIR,507000,502000
2022-07-19,Fashion Wanita,Cardigan Wanita,3,99000,NOT_USED,297000,
2022-07-19,Fashion Wanita,Blazer Wanita,1,37500,GRATIS_ONGKIR,37500,32500
2022-07-19,Make-up,Cushion,2,98750,NOT_USED,197500,
2022-07-19,Electronics,Mesin Absensi,1,415000,NOT_USED,415000,
2022-07-19,Make-up,Highlighter,1,76000,GRATIS_ONGKIR,76000,71000
2022-07-19,Fashion Pria,Sweater Pria,2,72500,NOT_USED,145000,
2022-07-19,Make-up,Cushion,2,19900,GRATIS_ONGKIR,39800,34800
2022-07-19,Fashion Pria,Vest Pria,3,150000,NOT_USED,450000,
2022-07-19,Electronics,Laser Pointer,3,115000,NOT_USED,345000,
2022-07-19,Kitchen Equipment,Regulator & Penghemat Gas,2,135000,NOT_USED,270000,
2022-07-19,Kitchen Equipment,Timbangan Dapur,1,84750,GRATIS_ONGKIR,84750,79750
2022-07-19,Make-up,Bedak Wajah,2,72680,NOT_USED,145360,
2022-07-19,Make-up,Concealer & Color Corrector,2,139000,GRATIS_ONGKIR,278000,273000
2022-07-19,Fashion Pria,Jaket Pria,2,124900,GRATIS_ONGKIR,249800,244800
2022-07-19,Kitchen Equipment,Timbangan Dapur,2,84750,NOT_USED,169500,
2022-07-19,Make-up,Cushion,1,98750,NOT_USED,98750,
2022-07-19,Kitchen Equipment,Timbangan Dapur,1,24500,GRATIS_ONGKIR,24500,19500
2022-07-19,Fashion Pria,Sweater Pria,3,76000,NOT_USED,228000,
2022-07-19,Kitchen Equipment,Timbangan Dapur,2,62000,NOT_USED,124000,
2022-07-19,Make-up,Concealer & Color Corrector,1,32000,GRATIS_ONGKIR,32000,27000
2022-07-19,Kitchen Equipment,Regulator & Penghemat Gas,3,99900,GRATIS_ONGKIR,299700,294700
2022-07-20,Medicine,Obat Herbal,3,230000,NOT_USED,690000,
2022-07-20,Fashion Pria,Hoodie  Pria,2,229999,GRATIS_ONGKIR,459998,454998
2022-07-20,Electronics,Layar Proyektor,2,110000,GRATIS_ONGKIR,220000,215000
2022-07-20,Make-up,Bedak Wajah,2,27000,NOT_USED,54000,
2022-07-20,Medicine,Obat Bayi,3,159600,GRATIS_ONGKIR,478800,473800
2022-07-20,Medicine,Obat Alergi,2,26750,GRATIS_ONGKIR,53500,48500
2022-07-20,Fashion Wanita,Cardigan Wanita,3,30000,NOT_USED,90000,
2022-07-20,Make-up,Cushion,2,120250,NOT_USED,240500,
2022-07-20,Electronics,Mesin Hitung Uang,1,1990000,NOT_USED,1990000,
2022-07-20,Fashion Wanita,Sweater Wanita,3,50500,GRATIS_ONGKIR,151500,146500
2022-07-20,Fashion Pria,Vest Pria,2,130000,GRATIS_ONGKIR,260000,255000
2022-07-20,Make-up,Foundation,2,135290,GRATIS_ONGKIR,270580,265580
2022-07-20,Kitchen Equipment,Timbangan Dapur,3,52000,GRATIS_ONGKIR,156000,151000
2022-07-20,Electronics,LED Proyektor,3,1515000,NOT_USED,4545000,
2022-07-20,Fashion Wanita,Hoodie Wanita,2,74800,GRATIS_ONGKIR,149600,144600
2022-07-20,Medicine,Obat Alergi,2,25260,GRATIS_ONGKIR,50520,45520
2022-07-20,Electronics,Mesin Laminating,2,84690,NOT_USED,169380,
2022-07-20,Fashion Wanita,Vest Wanita,1,40500,NOT_USED,40500,
2022-07-20,Fashion Wanita,Coat Wanita,2,99999,NOT_USED,199998,
2022-07-20,Fashion Wanita,Hoodie Wanita,2,56900,NOT_USED,113800,
2022-07-20,Kitchen Equipment,Timbangan Dapur,2,57000,GRATIS_ONGKIR,114000,109000
2022-07-20,Medicine,Obat Herbal,2,275000,NOT_USED,550000,
2022-07-20,Kitchen Equipment,Timbangan Dapur,1,299999,NOT_USED,299999,
2022-07-20,Electronics,Mesin Laminating,2,269000,NOT_USED,538000,
2022-07-20,Fashion Pria,Jaket Pria,1,185000,GRATIS_ONGKIR,185000,180000
2022-07-21,Fashion Pria,Coat Pria,1,149900,NOT_USED,149900,
2022-07-21,Kitchen Equipment,Pompa Galon,2,110000,NOT_USED,220000,
2022-07-21,Fashion Pria,Sweater Pria,3,72500,GRATIS_ONGKIR,217500,212500
2022-07-21,Fashion Pria,Jaket Pria,3,185000,NOT_USED,555000,
2022-07-21,Fashion Pria,Coat Pria,2,149900,NOT_USED,299800,
2022-07-21,Medicine,Obat Pencernaan & Penyakit Lainnya,1,145000,GRATIS_ONGKIR,145000,140000
2022-07-21,Fashion Wanita,Coat Wanita,3,237500,NOT_USED,712500,
2022-07-21,Kitchen Equipment,Regulator & Penghemat Gas,1,85000,GRATIS_ONGKIR,85000,80000
2022-07-21,Fashion Wanita,Sweater Wanita,1,31500,GRATIS_ONGKIR,31500,26500
2022-07-21,Fashion Wanita,Cardigan Wanita,1,50000,GRATIS_ONGKIR,50000,45000
2022-07-21,Fashion Wanita,Blazer Wanita,2,249000,NOT_USED,498000,
2022-07-21,Fashion Pria,Vest Pria,1,69000,NOT_USED,69000,
2022-07-21,Kitchen Equipment,Pompa Galon,3,25000,GRATIS_ONGKIR,75000,70000
2022-07-21,Medicine,Obat Jantung,2,53864,GRATIS_ONGKIR,107728,102728
2022-07-21,Fashion Pria,Vest Pria,1,239400,GRATIS_ONGKIR,239400,234400
2022-07-21,Make-up,Blush On,2,53000,NOT_USED,106000,
2022-07-21,Medicine,Obat Herbal,2,46942,GRATIS_ONGKIR,93884,88884
2022-07-21,Electronics,Laser Pointer,1,47900,NOT_USED,47900,
2022-07-21,Electronics,Kartu RFID,1,130000,GRATIS_ONGKIR,130000,125000
2022-07-21,Fashion Wanita,Hoodie Wanita,3,100000,GRATIS_ONGKIR,300000,295000
2022-07-21,Fashion Wanita,Vest Wanita,3,40500,GRATIS_ONGKIR,121500,116500
2022-07-21,Fashion Wanita,Cardigan Wanita,2,39900,NOT_USED,79800,
2022-07-21,Fashion Pria,Hoodie  Pria,3,65000,NOT_USED,195000,
2022-07-21,Fashion Pria,Vest Pria,1,150000,GRATIS_ONGKIR,150000,145000
2022-07-21,Kitchen Equipment,Regulator & Penghemat Gas,2,3300,GRATIS_ONGKIR,6600,1600
2022-07-21,Kitchen Equipment,Regulator & Penghemat Gas,1,97500,NOT_USED,97500,
2022-07-21,Electronics,Kartu RFID,3,1690,GRATIS_ONGKIR,5070,70
2022-07-21,Fashion Wanita,Hoodie Wanita,3,97000,NOT_USED,291000,
2022-07-21,Medicine,Obat Batuk & Pilek,1,21500,NOT_USED,21500,
2022-07-21,Make-up,Concealer & Color Corrector,2,45000,NOT_USED,90000,
2022-07-21,Kitchen Equipment,Timbangan Dapur,2,62000,GRATIS_ONGKIR,124000,119000
2022-07-21,Make-up,Bedak Wajah,3,137000,NOT_USED,411000,
2022-07-21,Fashion Wanita,Cardigan Wanita,3,50000,NOT_USED,150000,
2022-07-22,Fashion Wanita,Jacket Wanita,3,155000,GRATIS_ONGKIR,465000,460000
2022-07-22,Medicine,Obat Alergi,1,269425,NOT_USED,269425,
2022-07-22,Medicine,Obat Lainnya,2,112500,GRATIS_ONGKIR,225000,220000
2022-07-22,Fashion Pria,Jaket Pria,2,159000,GRATIS_ONGKIR,318000,313000
2022-07-22,Fashion Pria,Jaket Pria,1,159000,GRATIS_ONGKIR,159000,154000
2022-07-22,Fashion Pria,Jaket Pria,2,100000,NOT_USED,200000,
2022-07-22,Fashion Wanita,Cardigan Wanita,2,44000,NOT_USED,88000,
2022-07-22,Fashion Pria,Jaket Pria,1,65000,NOT_USED,65000,
2022-07-22,Medicine,Obat Sakit Kepala & Demam,1,24250,GRATIS_ONGKIR,24250,19250
2022-07-22,Kitchen Equipment,Dispenser Air,1,1659000,GRATIS_ONGKIR,1659000,1654000
2022-07-22,Electronics,LED Proyektor,1,59900,GRATIS_ONGKIR,59900,54900
2022-07-22,Electronics,Laser Pointer,2,159000,NOT_USED,318000,
2022-07-22,Medicine,Obat Sakit Kepala & Demam,1,12125,GRATIS_ONGKIR,12125,7125
2022-07-22,Make-up,Highlighter,2,33000,GRATIS_ONGKIR,66000,61000
2022-07-22,Fashion Wanita,Vest Wanita,3,31500,NOT_USED,94500,
2022-07-22,Fashion Wanita,Cardigan Wanita,3,47000,NOT_USED,141000,
2022-07-22,Fashion Wanita,Jacket Wanita,2,130000,NOT_USED,260000,
2022-07-22,Fashion Wanita,Vest Wanita,1,150000,GRATIS_ONGKIR,150000,145000
2022-07-22,Make-up,Concealer & Color Corrector,1,139000,NOT_USED,139000,
2022-07-22,Fashion Wanita,Vest Wanita,2,31500,NOT_USED,63000,
2022-07-22,Kitchen Equipment,Water Purifier,1,2850000,GRATIS_ONGKIR,2850000,2845000
2022-07-22,Fashion Pria,Jaket Pria,2,159000,GRATIS_ONGKIR,318000,313000
2022-07-22,Fashion Wanita,Jaket Parka Wanita,1,129270,GRATIS_ONGKIR,129270,124270
2022-07-22,Make-up,Setting Spray,3,72680,GRATIS_ONGKIR,218040,213040
2022-07-22,Electronics,Mesin Jilid,1,59999,GRATIS_ONGKIR,59999,54999
2022-07-22,Electronics,Mesin Penghancur Kertas,3,59800,NOT_USED,179400,
2022-07-23,Kitchen Equipment,Regulator & Penghemat Gas,3,85000,NOT_USED,255000,
2022-07-23,Kitchen Equipment,Alat Pembuka Kaleng,2,35000,NOT_USED,70000,
2022-07-23,Electronics,Laser Pointer,2,169000,NOT_USED,338000,
2022-07-23,Electronics,Mesin Laminating,1,79950,NOT_USED,79950,
2022-07-23,Fashion Pria,Jaket Pria,3,95000,NOT_USED,285000,
2022-07-23,Electronics,Mesin Jilid,1,525,GRATIS_ONGKIR,525,-4475
2022-07-23,Medicine,Obat Lainnya,3,72500,NOT_USED,217500,
2022-07-23,Medicine,Obat Herbal,3,145000,GRATIS_ONGKIR,435000,430000
2022-07-23,Medicine,Obat Alergi,2,26750,NOT_USED,53500,
2022-07-23,Electronics,Laser Pointer,2,56000,GRATIS_ONGKIR,112000,107000
2022-07-23,Fashion Wanita,Jacket Wanita,2,189000,GRATIS_ONGKIR,378000,373000
2022-07-23,Fashion Pria,Hoodie  Pria,1,150000,GRATIS_ONGKIR,150000,145000
2022-07-23,Electronics,Mesin Absensi,3,400000,GRATIS_ONGKIR,1200000,1195000
2022-07-23,Fashion Pria,Jaket Pria,1,130000,NOT_USED,130000,
2022-07-23,Kitchen Equipment,Dispenser Air,3,1650020,GRATIS_ONGKIR,4950060,4945060
2022-07-23,Fashion Pria,Jaket Pria,1,205000,GRATIS_ONGKIR,205000,200000
2022-07-23,Fashion Pria,Jaket Pria,3,185000,GRATIS_ONGKIR,555000,550000
2022-07-23,Fashion Wanita,Jacket Wanita,3,62400,GRATIS_ONGKIR,187200,182200
2022-07-23,Medicine,Obat Sakit Kepala & Demam,3,7000,NOT_USED,21000,
2022-07-23,Fashion Pria,Vest Pria,1,169000,GRATIS_ONGKIR,169000,164000
2022-07-23,Fashion Pria,Sweater Pria,3,76000,NOT_USED,228000,
2022-07-23,Fashion Pria,Vest Pria,2,69500,GRATIS_ONGKIR,139000,134000
2022-07-23,Medicine,Obat Batuk & Pilek,1,69900,GRATIS_ONGKIR,69900,64900
2022-07-23,Medicine,Obat Lainnya,3,18455,NOT_USED,55365,
2022-07-23,Fashion Pria,Hoodie  Pria,3,199999,GRATIS_ONGKIR,599997,594997
2022-07-23,Kitchen Equipment,Timbangan Dapur,1,29900,GRATIS_ONGKIR,29900,24900
2022-07-23,Fashion Pria,Jaket Pria,3,119900,GRATIS_ONGKIR,359700,354700
2022-07-23,Make-up,Blush On,2,42660,GRATIS_ONGKIR,85320,80320
2022-07-24,Fashion Pria,Jaket Pria,3,169000,GRATIS_ONGKIR,507000,502000
2022-07-24,Make-up,Foundation,1,99000,GRATIS_ONGKIR,99000,94000
2022-07-24,Kitchen Equipment,Timbangan Dapur,2,299999,NOT_USED,599998,
2022-07-24,Electronics,Mesin Laminating,3,78790,GRATIS_ONGKIR,236370,231370
2022-07-24,Fashion Pria,Hoodie  Pria,2,65000,GRATIS_ONGKIR,130000,125000
2022-07-24,Make-up,Concealer & Color Corrector,2,45000,NOT_USED,90000,
2022-07-24,Electronics,Mesin Penghancur Kertas,1,231000,GRATIS_ONGKIR,231000,226000
2022-07-24,Electronics,Mesin Kasir,2,275000,GRATIS_ONGKIR,550000,545000
2022-07-24,Fashion Pria,Jaket Pria,3,159000,GRATIS_ONGKIR,477000,472000
2022-07-24,Make-up,Bedak Wajah,3,25600,GRATIS_ONGKIR,76800,71800
2022-07-24,Make-up,Concealer & Color Corrector,3,116250,GRATIS_ONGKIR,348750,343750
2022-07-24,Make-up,Face Primer,2,84150,NOT_USED,168300,
2022-07-24,Fashion Pria,Jaket Pria,1,130000,NOT_USED,130000,
2022-07-24,Kitchen Equipment,Pompa Galon,3,24900,NOT_USED,74700,
2022-07-24,Fashion Pria,Jaket Pria,1,165500,GRATIS_ONGKIR,165500,160500
2022-07-24,Make-up,Bedak Wajah,2,25600,GRATIS_ONGKIR,51200,46200
2022-07-24,Medicine,Obat Diabetes,1,275000,GRATIS_ONGKIR,275000,270000
2022-07-24,Fashion Wanita,Jacket Wanita,1,130000,GRATIS_ONGKIR,130000,125000
